,Sourceid,Title,Type,Issn,SJR,SJR Best Quartile,H index,Issn1,Issn2
299,19700200702,Annual Review of Financial Economics,journal,"19411367, 19411375",4.854,Q1,44,19411367,19411375
300,3500148004,Cellular and Molecular Immunology,journal,"20420226, 16727681",4.838,Q1,124,20420226,16727681
301,15870,Journal of Clinical Investigation,journal,"00219738, 15588238",4.833,Q1,544,00219738,15588238
302,17269,Studies in Mycology,journal,01660616,4.821,Q1,118,01660616,
303,17800156710,Nature reviews. Rheumatology,journal,"17594790, 17594804",4.818,Q1,182,17594790,17594804
304,24527,Acta Mathematica,journal,00015962,4.814,Q1,76,00015962,
305,23860,Journal of Business Venturing,journal,08839026,4.813,Q1,224,08839026,
306,12812,Personality and Social Psychology Review,journal,"10888683, 15327957",4.795,Q1,185,10888683,15327957
307,23833,Cement and Concrete Research,journal,00088846,4.781,Q1,288,00088846,
308,21101175791,Nature Synthesis,journal,27310582,4.759,Q1,25,27310582,
309,15359,Trends in Cognitive Sciences,journal,"1879307X, 13646613",4.758,Q1,358,1879307X,13646613
310,22913,Periodontology 2000,journal,"09066713, 16000757",4.744,Q1,151,09066713,16000757
311,17552,Acta Neuropathologica,journal,"00016322, 14320533",4.72,Q1,215,00016322,14320533
312,21100255526,Quantitative Economics,journal,"17597323, 17597331",4.72,Q1,36,17597323,17597331
313,13564,Educational Psychologist,journal,"15326985, 00461520",4.709,Q1,154,15326985,00461520
314,26555,Annual Review of Physical Chemistry,journal,"0066426X, 15451593",4.696,Q1,186,0066426X,15451593
315,21100367773,IEEE/CAA Journal of Automatica Sinica,journal,"23299266, 23299274",4.696,Q1,83,23299266,23299274
316,19817,British Journal of Sports Medicine,journal,"03063674, 14730480",4.691,Q1,224,03063674,14730480
317,17700155016,Handbook of Industrial Organization,book series,1573448X,4.691,Q1,10,1573448X,
318,14317,Brain,journal,"14602156, 00068950",4.689,Q1,380,14602156,00068950
319,21100197947,Nano Energy,journal,22112855,4.685,Q1,255,22112855,
320,29488,Progress in Particle and Nuclear Physics,journal,01466410,4.672,Q1,129,01466410,
321,12611,Drug Resistance Updates,journal,"13687646, 15322084",4.665,Q1,132,13687646,15322084
322,14639,Ophthalmology,journal,"15494713, 01616420",4.642,Q1,285,15494713,01616420
323,28096,Accounting Review,journal,"00014826, 15587967",4.64,Q1,192,00014826,15587967
324,21101133552,Blood cancer discovery,journal,"26433230, 26433249",4.64,Q1,25,26433230,26433249
325,11300153407,JACC: Cardiovascular Imaging,journal,"1936878X, 18767591",4.636,Q1,155,1936878X,18767591
326,21101073279,"Annual Review of Control, Robotics, and Autonomous Systems",journal,25735144,4.633,Q1,36,25735144,
327,15555,American Journal of Political Science,journal,"00925853, 15405907",4.629,Q1,204,00925853,15405907
328,29263,Clinical Cancer Research,journal,"10780432, 15573265",4.623,Q1,377,10780432,15573265
329,21100420802,GigaScience,journal,2047217X,4.621,Q1,88,2047217X,
330,145558,Political Analysis,journal,"10471987, 14764989",4.612,Q1,83,10471987,14764989
331,21100869486,Computational Visual Media,journal,"20960662, 20960433",4.608,Q1,27,20960662,20960433
332,24392,Journal of International Business Studies,journal,"00472506, 14786990",4.6,Q1,229,00472506,14786990
333,11500153511,ACS Nano,journal,"1936086X, 19360851",4.593,Q1,478,1936086X,19360851
334,21101153191,Carbon Research,journal,27316696,4.585,Q1,17,27316696,
335,24393,Journal of International Economics,journal,"18730353, 00221996",4.583,Q1,159,18730353,00221996
336,20650,Journal of Management Studies,journal,"00222380, 14676486",4.578,Q1,221,00222380,14676486
337,4700152287,Academy of Management Perspectives,journal,15589080,4.569,Q1,156,15589080,
338,14621,Annual Review of Nuclear and Particle Science,book series,01638998,4.538,Q1,113,01638998,
339,24870,Journal of Human Resources,journal,"15488004, 0022166X",4.524,Q1,123,15488004,0022166X
340,21677,American Journal of Human Genetics,journal,"15376605, 00029297",4.516,Q1,330,15376605,00029297
341,21100445640,Trends in Cancer,journal,"24058033, 24058025",4.513,Q1,90,24058033,24058025
342,23011,Economic Journal,journal,"14680297, 00130133",4.507,Q1,185,14680297,00130133
343,17339,IEEE Transactions on Automatic Control,journal,"00189286, 15582523",4.501,Q1,329,00189286,15582523
344,14599,Ecology Letters,journal,"1461023X, 14610248",4.497,Q1,313,1461023X,14610248
345,5100155071,Foundations and Trends in Information Retrieval,journal,"15540669, 15540677",4.496,Q1,36,15540669,15540677
346,21100457028,Science advances,journal,23752548,4.483,Q1,252,23752548,
347,144912,IEEE Transactions on Industrial Informatics,journal,15513203,4.42,Q1,193,15513203,
348,14280,Protein Science,journal,"1469896X, 09618368",4.419,Q1,196,1469896X,09618368
349,21100369870,"Lancet HIV,The",journal,23523018,4.416,Q1,81,23523018,
350,19600166320,Protein and Cell,journal,"16748018, 1674800X",4.412,Q1,94,16748018,1674800X
351,21101080487,Accounts of Materials Research,journal,26436728,4.403,Q1,39,26436728,
352,22214,Genome Research,journal,"15495469, 10889051",4.403,Q1,328,15495469,10889051
353,20833,Health Affairs,journal,"02782715, 15445208",4.387,Q1,212,02782715,15445208
354,5100155099,Qualitative Research in Psychology,journal,"14780895, 14780887",4.387,Q1,52,14780895,14780887
355,21149,Leadership Quarterly,journal,10489843,4.375,Q1,189,10489843,
356,19700177027,IEEE Transactions on Sustainable Energy,journal,"19493029, 19493037",4.364,Q1,164,19493029,19493037
357,21100228546,JAMA Internal Medicine,journal,"21686114, 21686106",4.363,Q1,390,21686114,21686106
358,21708,Annual Review of Genomics and Human Genetics,journal,"15278204, 1545293X",4.361,Q1,129,15278204,1545293X
359,9500153903,Biological Reviews,journal,"1469185X, 14647931",4.347,Q1,199,1469185X,14647931
360,14082,Quarterly Journal of the Royal Meteorological Society,journal,"1477870X, 00359009",4.347,Q1,166,1477870X,00359009
361,18050,International Journal of Robotics Research,journal,"02783649, 17413176",4.346,Q1,190,02783649,17413176
362,21101172088,SmartMat,journal,"27668525, 2688819X",4.332,Q1,33,27668525,2688819X
363,13531,Journal of the Royal Statistical Society. Series B: Statistical Methodology,journal,"14679868, 13697412",4.33,Q1,151,14679868,13697412
364,21101041612,"Lancet Healthy Longevity, The",journal,26667568,4.324,Q1,30,26667568,
365,17664,American Journal of Psychiatry,journal,"0002953X, 15357228",4.321,Q1,395,0002953X,15357228
366,14278,Educational Psychology Review,journal,"1040726X, 1573336X",4.321,Q1,142,1040726X,1573336X
367,23262,Inventiones Mathematicae,journal,"00209910, 14321297",4.321,Q1,124,00209910,14321297
368,17643,Journal of the American Academy of Child and Adolescent Psychiatry,journal,"08908567, 15275418",4.32,Q1,273,08908567,15275418
369,24406,Journal of Urban Economics,journal,"10959068, 00941190",4.314,Q1,132,10959068,00941190
370,12503,Remote Sensing of Environment,journal,00344257,4.31,Q1,350,00344257,
371,18931,IEEE Transactions on Communications,journal,15580857,4.307,Q1,235,15580857,
372,21101091924,PhotoniX,journal,26621991,4.303,Q1,30,26621991,
373,16929,American Sociological Review,journal,"00031224, 19398271",4.295,Q1,230,00031224,19398271
374,15131,Global Change Biology,journal,"13652486, 13541013",4.285,Q1,313,13652486,13541013
375,21100201068,Cell Reports,journal,22111247,4.279,Q1,224,22111247,
376,21101027628,Cell Reports Medicine,journal,26663791,4.276,Q1,50,26663791,
377,21101012669,npj Digital Medicine,journal,23986352,4.273,Q1,84,23986352,
378,21100797856,Journal of Extracellular Vesicles,journal,20013078,4.268,Q1,112,20013078,
379,13461,Psychological Methods,journal,"1082989X, 19391463",4.235,Q1,183,1082989X,19391463
380,21100284918,Earth System Science Data,journal,"18663516, 18663508",4.231,Q1,99,18663516,18663508
381,21100834316,"Lancet Child and Adolescent Health, The",journal,23524642,4.229,Q1,69,23524642,
382,24242,IEEE Transactions on Fuzzy Systems,journal,10636706,4.204,Q1,218,10636706,
383,73008,"Vital and health statistics. Series 2, Data evaluation and methods research",book series,"00832057, 23330872",4.202,Q1,33,00832057,23330872
384,21100819064,Cell Discovery,journal,20565968,4.198,Q1,59,20565968,
385,144840,PLoS Medicine,journal,"15491277, 15491676",4.198,Q1,275,15491277,15491676
386,25820,Communications on Pure and Applied Mathematics,journal,"00103640, 10970312",4.188,Q1,120,00103640,10970312
387,15574,Information Systems Research,journal,"15265536, 10477047",4.176,Q1,185,15265536,10477047
388,21100235616,IEEE Transactions on Neural Networks and Learning Systems,journal,"2162237X, 21622388",4.17,Q1,251,2162237X,21622388
389,21365,Trends in Immunology,journal,"14714906, 14714981",4.163,Q1,256,14714906,14714981
390,23470,Coordination Chemistry Reviews,journal,00108545,4.145,Q1,312,00108545,
391,17271,Medical Image Analysis,journal,"13618415, 13618423",4.112,Q1,171,13618415,13618423
392,12402,MIS Quarterly: Management Information Systems,journal,"02767783, 21629730",4.105,Q1,271,02767783,21629730
393,18457,Cell Death and Differentiation,journal,"13509047, 14765403",4.102,Q1,257,13509047,14765403
394,146215,Journal of the National Comprehensive Cancer Network : JNCCN,journal,"15401413, 15401405",4.102,Q1,150,15401413,15401405
395,23183,European Heart Journal,journal,"15229645, 0195668X",4.091,Q1,348,15229645,0195668X
396,19614,Annual Review of Microbiology,journal,"00664227, 15453251",4.082,Q1,213,00664227,15453251
397,15623,Human Reproduction Update,journal,"14602369, 13554786",4.074,Q1,214,14602369,13554786
398,14816,Trends in Biochemical Sciences,journal,"13624326, 09680004",4.074,Q1,301,13624326,09680004
399,12216,Molecular Biology and Evolution,journal,"15371719, 07374038",4.061,Q1,245,15371719,07374038
400,19700190349,Communication Methods and Measures,journal,"19312466, 19312458",4.06,Q1,43,19312466,19312458
401,3900148405,Autophagy,journal,15548627,4.035,Q1,189,15548627,
402,21100390174,Annual Review of Virology,journal,"23270578, 2327056X",4.023,Q1,67,23270578,2327056X
403,21101049047,Transactions of the Association for Computational Linguistics,journal,2307387X,4.006,Q1,56,2307387X,
404,21101169024,Aggregate,journal,"27668541, 26924560",3.994,Q1,33,27668541,26924560
405,21100262320,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",journal,"21682216, 21682232",3.992,Q1,171,21682216,21682232
406,80370,Journal of Financial and Quantitative Analysis,journal,"00221090, 17566916",3.98,Q1,147,00221090,17566916
407,21100205926,Blood Cancer Journal,journal,20445385,3.974,Q1,76,20445385,
408,19600166310,EMBO Molecular Medicine,journal,"17574676, 17574684",3.964,Q1,142,17574676,17574684
409,19479,Annual Review of Pharmacology and Toxicology,journal,"15454304, 03621642",3.957,Q1,224,15454304,03621642
410,5800194481,Educational Researcher,journal,0013189X,3.956,Q1,151,0013189X,
411,21100242814,eLife,journal,2050084X,3.932,Q1,206,2050084X,
412,21100370017,"Lancet Haematology,The",journal,23523026,3.923,Q1,93,23523026,
413,12094,Journal of the American Statistical Association,journal,"01621459, 1537274X",3.922,Q1,215,01621459,1537274X
414,22990,Journal of Retailing,journal,00224359,3.915,Q1,159,00224359,
415,21100470165,Advanced Science,journal,21983844,3.914,Q1,187,21983844,
416,11800154593,Strategic Organization,journal,"1741315X, 14761270",3.914,Q1,73,1741315X,14761270
417,21100228543,JAMA Surgery,journal,"21686262, 21686254",3.905,Q1,206,21686262,21686254
418,27239,IEEE Network,journal,"08908044, 1558156X",3.896,Q1,151,08908044,1558156X
419,17382,Molecular Psychiatry,journal,"14765578, 13594184",3.895,Q1,250,14765578,13594184
420,19992,Kidney International,journal,"00852538, 15231755",3.886,Q1,318,00852538,15231755
421,4700152248,Educational Research Review,journal,1747938X,3.874,Q1,100,1747938X,
422,12882,Contemporary Educational Psychology,journal,"0361476X, 10902384",3.863,Q1,130,0361476X,10902384
423,23672,RAND Journal of Economics,journal,"17562171, 07416261",3.86,Q1,127,17562171,07416261
424,19700188320,ACS Catalysis,journal,21555435,3.847,Q1,293,21555435,
425,19900191883,American Economic Journal: Microeconomics,journal,"19457669, 19457685",3.835,Q1,54,19457669,19457685
426,26020,Digest of Technical Papers - IEEE International Solid-State Circuits Conference,conference and proceedings,01936530,3.827,-,114,01936530,
427,28825,IEEE Transactions on Power Systems,journal,08858950,3.827,Q1,307,08858950,
428,15074,European Journal of Information Systems,journal,"0960085X, 14769344",3.824,Q1,128,0960085X,14769344
429,12977,PLoS Biology,journal,"15449173, 15457885",3.822,Q1,305,15449173,15457885
430,5900153311,IEEE Journal on Selected Topics in Signal Processing,journal,19324553,3.818,Q1,141,19324553,
431,18458,European Respiratory Journal,journal,"09031936, 13993003",3.81,Q1,282,09031936,13993003
432,21101146363,Academy of Management Discoveries,journal,21681007,3.803,Q1,26,21681007,
433,21100401152,Microbiome,journal,20492618,3.802,Q1,143,20492618,
434,21101074917,Advances in Applied Energy,journal,26667924,3.788,Q1,33,26667924,
435,18091,Sociological Methods and Research,journal,"00491241, 15528294",3.788,Q1,94,00491241,15528294
436,14308,Biological Psychiatry,journal,"00063223, 18732402",3.786,Q1,356,00063223,18732402
437,21100368204,Cancer Immunology Research,journal,"23266066, 23266074",3.781,Q1,134,23266066,23266074
438,25936,Duke Mathematical Journal,journal,"15477398, 00127094",3.774,Q1,95,15477398,00127094
439,21100981157,Annual Review of Cancer Biology,book series,24723428,3.766,Q1,36,24723428,
440,12817,Personnel Psychology,journal,"00315826, 17446570",3.763,Q1,167,00315826,17446570
441,29161,ISPRS Journal of Photogrammetry and Remote Sensing,journal,09242716,3.76,Q1,187,09242716,
442,14834,Journal of Development Economics,journal,03043878,3.737,Q1,171,03043878,
443,21121,Proceedings of the National Academy of Sciences of the United States of America,journal,"10916490, 00278424",3.737,Q1,869,10916490,00278424
444,12455,Molecular Therapy,journal,"15250024, 15250016",3.736,Q1,209,15250024,15250016
445,21100466864,Journal for ImmunoTherapy of Cancer,journal,20511426,3.728,Q1,117,20511426,
446,21100824912,ACS Central Science,journal,"23747951, 23747943",3.722,Q1,136,23747951,23747943
447,18555,Journal of Cell Biology,journal,"15408140, 00219525",3.717,Q1,414,15408140,00219525
448,21100942855,"Lancet Rheumatology, The",journal,26659913,3.717,Q1,54,26659913,
449,21100873474,Current Climate Change Reports,journal,21986061,3.713,Q1,53,21986061,
450,21101163245,Nature Cardiovascular Research,journal,27310590,3.71,Q1,15,27310590,
451,21100297606,Arthritis and Rheumatology,journal,"23265191, 23265205",3.708,Q1,353,23265191,23265205
452,25208,Archive for Rational Mechanics and Analysis,journal,"00039527, 14320673",3.703,Q1,111,00039527,14320673
453,16733,IEEE Transactions on Medical Imaging,journal,"02780062, 1558254X",3.703,Q1,259,02780062,1558254X
454,21267,Journal of Allergy and Clinical Immunology,journal,"10976825, 00916749",3.701,Q1,338,10976825,00916749
455,5800173382,ISME Journal,journal,"17517362, 17517370",3.692,Q1,230,17517362,17517370
456,17864,Radiology,journal,"00338419, 15271315",3.692,Q1,336,00338419,15271315
457,19049,Trends in Genetics,journal,"01689525, 13624555",3.69,Q1,245,01689525,13624555
458,8000153138,Computer Science Review,journal,15740137,3.679,Q1,75,15740137,
459,21101166978,Eco-Environment and Health,journal,27729850,3.678,Q1,10,27729850,
460,17476,Experimental and Molecular Medicine,journal,"12263613, 20926413",3.671,Q1,115,12263613,20926413
461,95101,IEEE Transactions on Robotics,journal,15523098,3.669,Q1,190,15523098,
462,29213,Cancer Treatment Reviews,journal,"03057372, 15321967",3.667,Q1,164,03057372,15321967
463,23406,Business Strategy and the Environment,journal,"10990836, 09644733",3.666,Q1,147,10990836,09644733
464,26015,Leukemia,journal,"08876924, 14765551",3.662,Q1,219,08876924,14765551
465,22580,Earth-Science Reviews,journal,00128252,3.654,Q1,249,00128252,
466,17645,Computers and Education,journal,03601315,3.651,Q1,232,03601315,
467,23811,Cement and Concrete Composites,journal,09589465,3.65,Q1,212,09589465,
468,15298,Structural Equation Modeling,journal,"15328007, 10705511",3.647,Q1,125,15328007,10705511
469,26055,IEEE Transactions on Power Electronics,journal,08858993,3.644,Q1,321,08858993,
470,26463,Progress in Lipid Research,journal,"18732194, 01637827",3.638,Q1,168,18732194,01637827
471,21100217630,Strategic Entrepreneurship Journal,journal,"19324391, 1932443X",3.628,Q1,69,19324391,1932443X
472,21101049063,Advanced Composites and Hybrid Materials,journal,"25220128, 25220136",3.623,Q1,70,25220128,25220136
473,19700188393,Health systems in transition,journal,"18176127, 18176119",3.619,Q1,43,18176127,18176119
474,16594,Plant Cell,journal,"1532298X, 10404651",3.616,Q1,397,1532298X,10404651
475,21100327726,Applied Physics Reviews,journal,19319401,3.61,Q1,105,19319401,
476,30039,Journal of Personality and Social Psychology,journal,00223514,3.61,Q1,434,00223514,
